STN_NUM,WMO_NUM,AVIATION_ID,NAME,REGION,STATUS,EQUIP_START,EQUIP_END,LATITUDE,LONGITUDE,STN_HT,BAR_HT,AERO_HT
55325,95762,YSTW,TAMWORTH AIRPORT AWS,NSW,OPEN,31/1/1992,,-31.0742,150.8362,394.9,395.9,406.6
56018,94541,INVL,INVERELL RESEARCH CENTRE,NSW,OPEN,12/12/2002,,-29.7752,151.0819,664,664.3,
56238,95773,YARM,ARMIDALE AIRPORT AWS,NSW,OPEN,1/10/1992,,-30.5273,151.6158,1079,1079.6,1084
56243,94588,YGLI,GLEN INNES AIRPORT AWS,NSW,OPEN,17/10/1996,,-29.678,151.694,1044.3,1044.9,1046
58012,94589,AYAM,YAMBA PILOT STATION,NSW,OPEN,20/9/2007,,-29.4333,153.3633,27.4,27.9,
58077,95571,GFN,GRAFTON RESEARCH STN,NSW,OPEN,28/8/2002,,-29.6224,152.9605,25,25.6,
58161,95570,YGFN,GRAFTON AIRPORT AWS,NSW,OPEN,6/4/2006,,-29.7583,153.0297,25.09,25.7,33.5
58198,94596,YBNA,BALLINA AIRPORT AWS,NSW,OPEN,3/7/1995,,-28.8353,153.5585,1.3,2.2,2.1
58208,94573,YCAS,CASINO AIRPORT AWS,NSW,OPEN,8/12/1994,,-28.8775,153.052,20.9,21.7,26
58212,94598,EVHD,EVANS HEAD RAAF BOMBING RANGE AWS,NSW,OPEN,19/2/1998,,-29.183,153.3964,62.5,63,
58214,94572,YLIS,LISMORE AIRPORT AWS,NSW,OPEN,21/2/2002,,-28.8305,153.2601,9.206,9.3,9.8
58216,94599,CPBX,CAPE BYRON AWS,NSW,OPEN,1/1/1994,,-28.6399,153.6358,95,98,
59007,94785,YKMP,KEMPSEY AIRPORT AWS,NSW,OPEN,15/2/2001,,-31.0711,152.7717,13,14,16.5
59040,94791,YCFS,COFFS HARBOUR MO,NSW,OPEN,31/1/1995,,-30.3107,153.1187,5,6,5.5
60139,94786,YPMQ,PORT MACQUARIE AIRPORT AWS,NSW,OPEN,6/5/1995,,-31.4336,152.8655,4.2,4.9,3.7
60141,95784,YTRE,TAREE AIRPORT AWS,NSW,OPEN,19/6/1997,,-31.8896,152.512,8,9,11.6
61055,94774,NBB,NEWCASTLE NOBBYS SIGNAL STATION AWS,NSW,OPEN,12/10/2001,,-32.9184,151.7985,33,,
61078,94776,YWLM,WILLIAMTOWN RAAF,NSW,OPEN,7/7/1999,,-32.7932,151.8359,9,8,9.5
61087,94777,NARA,GOSFORD (NARARA RESEARCH STATION) AWS,NSW,OPEN,16/12/1998,,-33.3949,151.3289,20,,
61250,94775,TOC,TOCAL AWS,NSW,OPEN,12/7/2002,,-32.6296,151.5919,30,,
61260,95771,YCNK,CESSNOCK AIRPORT AWS,NSW,OPEN,28/6/1994,,-32.7886,151.3377,61,61.7,64.3
61287,95754,MERW,MERRIWA (ROSCOMMON),NSW,OPEN,26/7/2007,,-32.1852,150.1737,375,375.5,
61363,95758,YSCO,SCONE AIRPORT AWS,NSW,OPEN,1/11/1988,,-32.0335,150.8264,221.4,221.9,227
61366,95770,NRH,NORAH HEAD AWS,NSW,OPEN,31/1/1995,,-33.2815,151.5766,18.8,19.6,
61375,95774,MGMT,MANGROVE MOUNTAIN AWS,NSW,OPEN,24/6/1994,,-33.2894,151.2107,305,,
61379,,WILL,WILLIAMTOWN COMPARISON AWS,NSW,CLOSED,30/6/1995,13/8/1999,-32.8081,151.8419,4.9,5.7,9.5
61392,95747,MUI,MURRURUNDI GAP AWS,NSW,OPEN,5/6/2003,,-31.7416,150.7937,729.4,730,
61407,,,WILLIAMTOWN COMPARISON,NSW,CLOSED,17/2/2005,26/5/2006,-32.7939,151.8386,9,,9.5
61412,95767,LMAQ,LAKE MACQUARIE AWS,NSW,OPEN,22/7/2008,,-33.0887,151.4636,6,6.5,
62100,94754,NULO,NULLO MOUNTAIN AWS,NSW,OPEN,1/11/1988,,-32.7244,150.229,1130,,
62101,94727,YMDG,MUDGEE AIRPORT AWS,NSW,OPEN,1/11/1988,,-32.5628,149.6149,471,471.5,471
63291,94729,YBTH,BATHURST AIRPORT AWS,NSW,OPEN,1/11/1988,,-33.412,149.654,744.5,745,742.2
63292,94743,MTBO,MOUNT BOYCE AWS,NSW,OPEN,1/2/1989,,-33.6185,150.2741,1080,,
63303,95726,YORG,ORANGE AIRPORT AWS,NSW,OPEN,14/3/1996,,-33.3813,149.127,947.4,948.4,949.5
64017,95728,YCBB,COONABARABRAN AIRPORT AWS,NSW,OPEN,27/6/2001,,-31.3304,149.2699,645,645.6,645.3
65068,95717,YPKS,PARKES AIRPORT AWS,NSW,OPEN,25/9/1997,,-33.1281,148.2428,323.3,324,326
65070,95719,YSDU,DUBBO AIRPORT AWS,NSW,OPEN,18/12/1992,,-32.2206,148.5753,284,285,285
65103,94715,YFBS,FORBES AIRPORT AWS,NSW,OPEN,1/12/1995,,-33.3627,147.9205,230.4,231,231.7
65111,95721,YCWR,COWRA AIRPORT AWS,NSW,OPEN,24/6/2004,,-33.8449,148.6497,296.5,297,294.4
66022,94769,FORT,FORT DENISON,NSW,OPEN,1/5/1990,,-33.8551,151.2254,2,,
66023,95757,LUCH,LUCAS HEIGHTS AWS,NSW,OPEN,9/8/2001,,-34.0514,150.98,140,,
66037,94767,YSSY,SYDNEY AIRPORT AMO,NSW,OPEN,1/7/1994,,-33.9465,151.1731,6,5,6.4
66043,95756,KURN,KURNELL AWS,NSW,OPEN,22/2/2000,,-34.0039,151.2111,4,,
66051,94780,LTBY,LITTLE BAY (THE COAST GOLF CLUB),NSW,OPEN,1/6/1998,,-33.9829,151.2502,22,,
66059,94759,YTRY,TERREY HILLS AWS,NSW,OPEN,31/8/2004,,-33.6908,151.2253,199,,
66062,94768,OBSH,SYDNEY (OBSERVATORY HILL),NSW,OPEN,1/4/1990,,-33.8607,151.205,39,40.2,
66100,99766,MLXP,MOLINEUX POINT AWS,NSW,OPEN,20/5/2005,,-33.9819,151.2092,5,,
66137,94765,YSBK,BANKSTOWN AIRPORT AWS,NSW,OPEN,1/7/1992,,-33.9181,150.9864,6.5,7.5,8.8
66194,94766,CBRC,CANTERBURY RACECOURSE AWS,NSW,OPEN,4/10/1995,,-33.9057,151.1134,3,,
66195,,,SYDNEY OLYMPIC PK AWS,NSW,CLOSED,31/8/1995,30/8/2011,-33.8521,151.0646,28,,
66196,95766,SYHB,WEDDING CAKE WEST,NSW,OPEN,28/2/1996,,-33.8405,151.2643,6,,
66197,95768,NTHD,NORTH HEAD,NSW,OPEN,27/8/1997,,-33.8152,151.2986,90,,
66198,,SHKI,SHARK ISLAND,NSW,CLOSED,26/8/1997,21/3/2001,-33.8614,151.2569,3,,
66199,,MDHD,MIDDLE HEAD,NSW,CLOSED,8/9/1997,21/3/2001,-33.8283,151.2636,35,,
66200,,CLKI,CLARKE ISLAND,NSW,CLOSED,26/8/1997,21/3/2001,-33.8642,151.2394,2,,
66201,,STHD,SOUTH HEAD,NSW,CLOSED,26/8/1997,21/3/2001,-33.8361,151.28,25,,
66202,,CNPT,CANNAE POINT,NSW,CLOSED,28/8/1997,21/3/2001,-33.8153,151.2842,20,,
66203,,BOMB,BOMBORA,NSW,CLOSED,1/9/1997,1/11/2000,-33.8167,151.2722,2,,
66208,95752,WTMA,WATTAMOLLA AWS,NSW,OPEN,16/5/2007,,-34.1407,151.1185,44,,
66212,95765,HOM,SYDNEY OLYMPIC PARK AWS (ARCHERY CENTRE),NSW,OPEN,31/8/2011,,-33.8338,151.0718,4,,
67105,95753,YSRI,RICHMOND RAAF,NSW,OPEN,21/10/1993,,-33.6004,150.7761,19,20,20.7
67108,94752,YSBC,BADGERYS CREEK AWS,NSW,OPEN,23/10/1995,,-33.8969,150.7281,81.2,82,
67113,94763,PENR,PENRITH LAKES AWS,NSW,OPEN,31/8/1995,,-33.7195,150.6783,24.7,,
67117,94762,HOLS,HOLSWORTHY CONTROL RANGE,NSW,OPEN,30/4/1998,,-33.9795,150.9254,40,,
67119,94760,HPEC,HORSLEY PARK EQUESTRIAN CENTRE AWS,NSW,OPEN,8/9/1997,,-33.8511,150.8567,100,,
68072,94750,YSNW,NOWRA RAN AIR STATION AWS,NSW,OPEN,9/11/2000,,-34.9469,150.5353,109,105,122
68076,,,NOWRA RAN AIR STATION,NSW,CLOSED,1/1/1996,28/11/2000,-34.9449,150.545,109,110,121.9
68151,95940,PERP,POINT PERPENDICULAR AWS,NSW,OPEN,3/5/2001,,-35.0936,150.8049,85,84.1,
68180,,,PORT KEMBLA ABSLMA COMPARISION,SA,OPEN,23/3/2009,,-34.4734,150.9108,0,1.3,
68192,94755,YSCN,CAMDEN AIRPORT AWS,NSW,OPEN,12/6/1997,,-34.0391,150.689,73.9,74.6,70.1
68228,94749,BELL,BELLAMBI AWS,NSW,OPEN,28/4/1997,,-34.3691,150.9291,10,,
68239,94746,MSV,MOSS VALE AWS,NSW,OPEN,22/2/2001,,-34.5253,150.4217,678.4,679,
68241,95748,YWOL,WOLLONGONG AIRPORT,NSW,OPEN,3/6/1999,,-34.5638,150.79,8,8.5,9.5
68242,95749,KIAM,KIAMA (BOMBO HEADLAND),NSW,OPEN,13/12/2001,,-34.6532,150.8609,15.5,,
68253,95745,PK,PORT KEMBLA NTC AWS,SA,OPEN,5/12/1990,,-34.4734,150.9118,0,1.3,
68257,94757,CTMA,CAMPBELLTOWN (MOUNT ANNAN),NSW,OPEN,1/11/2006,,-34.0615,150.7735,112,,
69017,94939,YMNI,MONTAGUE ISLAND LIGHTHOUSE,NSW,OPEN,7/4/1998,,-36.2519,150.2275,52,53.8,
69129,,,TWOFOLD BAY WOODCHIP JETTY,NSW,OPEN,10/6/2009,,-37.1003,149.9266,7.806,,
69132,94927,BDDX,BRAIDWOOD RACECOURSE AWS,NSW,OPEN,1/8/1985,,-35.4253,149.7835,665.2,666,
69137,94934,GCPX,GREEN CAPE AWS,NSW,OPEN,16/4/1991,,-37.2622,150.0504,19.4,20,
69138,94938,UDAX,ULLADULLA AWS,NSW,OPEN,1/10/1989,,-35.3635,150.4827,35.7,36.7,
69139,95931,BEGX,BEGA AWS,NSW,OPEN,18/3/1992,,-36.6722,149.8191,41,42,
69147,95929,YMER,MERIMBULA AIRPORT AWS,NSW,OPEN,4/2/1998,,-36.9077,149.8989,1.5,2,2.1
69148,95937,YMRY,MORUYA AIRPORT AWS,NSW,OPEN,29/9/1999,,-35.9004,150.1437,4,4.6,4
70014,,,CANBERRA AIRPORT COMPARISON,NSW,CLOSED,13/12/1995,28/2/2010,-35.3049,149.2014,578.4,580,575.5
70217,94921,YCOM,COOMA AIRPORT AWS,NSW,OPEN,12/6/1990,,-36.2939,148.9725,930,931,946.7
70328,94929,BBAX,BOMBALA AWS,NSW,OPEN,1/2/1989,,-37.0016,149.2336,760.5,761.5,
70330,95716,YGLB,GOULBURN AIRPORT AWS,NSW,OPEN,1/11/1988,,-34.8085,149.7312,640,640.8,652.6
70339,94925,TUGG,TUGGERANONG (ISABELLA PLAINS) AWS,NSW,OPEN,1/5/1996,,-35.4184,149.0937,586.7,587.5,
70349,95925,GINI,MOUNT GININI AWS,NSW,OPEN,9/6/2004,,-35.5293,148.7721,1760,,
70351,94926,YSCB,CANBERRA AIRPORT,NSW,OPEN,9/9/2008,,-35.3088,149.2003,577.05,577.6,575.5
71032,95909,THDB,THREDBO AWS,NSW,OPEN,20/4/1997,,-36.4917,148.2859,1957,1367.9,
71075,94915,PSHV,PERISHER VALLEY AWS,NSW,OPEN,20/5/2010,,-36.4069,148.4055,1738,,
72150,94910,YSWG,WAGGA WAGGA AMO,NSW,OPEN,21/10/1994,,-35.1583,147.4575,212,213,220.7
72160,95896,YMAY,ALBURY AIRPORT AWS,NSW,OPEN,1/4/1993,,-36.069,146.9509,163.5,164.5,165
72161,95916,CBMR,CABRAMURRA SMHEA AWS,NSW,OPEN,10/12/1996,,-35.9371,148.3779,1482.4,,
72162,94919,KHAN,KHANCOBAN AWS,NSW,OPEN,18/12/1996,,-36.2304,148.1405,339.3,340,
73138,94712,YYNG,YOUNG AIRPORT,NSW,OPEN,1/11/1988,,-34.2493,148.2475,379.6,380.6,382.5
73151,95722,YTEM,TEMORA AIRPORT,NSW,OPEN,19/1/2005,,-34.4292,147.5111,280.5,281,280.7
74023,,,FINLEY AIRPORT AWS,NSW,CLOSED,1/5/1999,1/10/2003,-35.6613,145.561,108,,
74037,95705,YNC,YANCO AGRICULTURAL INSTITUTE,NSW,OPEN,5/8/1999,,-34.6222,146.4326,164,164.7,
74148,95706,YNAR,NARRANDERA AIRPORT,NSW,OPEN,2/3/2007,,-34.705,146.514,145,145.5,144.2
74253,,,FINLEY (CSIRO),NSW,CLOSED,3/5/1989,30/4/1999,-35.7111,145.6236,110,,
74258,95869,YDLQ,DENILIQUIN AIRPORT AWS,NSW,OPEN,23/5/1997,,-35.5575,144.9458,94,94.7,96.3
75019,94702,YHAY,HAY AIRPORT AWS,NSW,OPEN,7/6/2007,,-34.5412,144.8345,92,92.5,93
75041,95704,YGTH,GRIFFITH AIRPORT AWS,NSW,OPEN,5/4/2000,,-34.2487,146.0695,134,135,133.8
75041,95704,YGTH,GRIFFITH AIRPORT AWS,NSW,OPEN,17/4/2008,,-34.2487,146.0695,134,135,133.8
75174,,GTHX,GRIFFITH CSIRO,NSW,CLOSED,4/8/1989,1/10/2003,-34.3229,146.0684,125,,
75175,,HAYX,HAY CSIRO AWS,NSW,CLOSED,3/5/1989,4/9/2007,-34.5471,144.867,90,,
76031,94693,YMIA,MILDURA AIRPORT,VIC,OPEN,1/10/1989,,-34.2358,142.0867,50,52.8,50.6
76064,95831,WALP,WALPEUP RESEARCH,VIC,OPEN,19/11/1998,,-35.1201,142.004,105,,
77010,94838,YHPN,HOPETOUN AIRPORT,VIC,OPEN,17/6/2004,,-35.7151,142.3569,77.3,77.9,78
77094,94843,YSWH,SWAN HILL AERODROME,VIC,OPEN,16/12/1996,,-35.3766,143.5416,71,71.1,71.3
78015,94827,YNHL,NHILL AERODROME,VIC,OPEN,11/6/2003,,-36.3092,141.6486,138.9,139.5,138.4
79028,95835,YLNG,LONGERENONG,VIC,OPEN,14/2/1997,,-36.6722,142.2991,133,,
79097,95827,KANG,KANAGULK,VIC,OPEN,11/5/2004,,-37.1169,141.8031,188.8,189.4,
79099,95832,YEDE,EDENHOPE AIRPORT,VIC,OPEN,9/3/2005,,-37.0222,141.2657,155,,
79100,95839,YHSM,HORSHAM AERODROME,VIC,OPEN,16/10/1997,,-36.6697,142.1731,133.8,134.4,135.6
79101,94835,BENN,BEN NEVIS,VIC,OPEN,18/12/2007,,-37.2281,143.2006,875,,
79103,94833,MTWI,MOUNT WILLIAM,VIC,OPEN,13/12/2005,,-37.295,142.6039,1150,,
79105,94836,YSWL,STAWELL AERODROME,VIC,OPEN,12/2/1996,,-37.072,142.7402,235.364,235.7,246
80091,95833,KYAB,KYABRAM,VIC,OPEN,16/12/1998,,-36.335,145.0638,105,,
80128,94839,YCHL,CHARLTON,VIC,OPEN,14/7/2004,,-36.2847,143.3341,131.7,132.2,
81049,95836,TATU,TATURA INST SUSTAINABLE AG,VIC,OPEN,15/10/1998,,-36.4378,145.2672,114,,
81123,94855,YBDG,BENDIGO AIRPORT,VIC,OPEN,20/5/1993,,-36.7395,144.3266,208,208.6,214.9
81124,94862,YYWG,YARRAWONGA,VIC,OPEN,11/7/2002,,-36.0294,146.0306,128.9,129.2,128.9
81125,94875,YSHT,SHEPPARTON AIRPORT,VIC,OPEN,23/5/1996,,-36.4289,145.3947,113.9,114.5,114
82039,95837,RGLN,RUTHERGLEN RESEARCH,VIC,OPEN,29/1/1998,,-36.1047,146.5094,175,,
82138,94889,YWGT,WANGARATTA AERO,VIC,OPEN,8/9/1995,,-36.4206,146.3056,152.6,153.2,153.6
82139,94878,HUHI,HUNTERS HILL,VIC,OPEN,1/4/1993,,-36.2136,147.5394,981,,
83007,,MTBX,MOUNT BULLER COMPARISON,VIC,CLOSED,30/7/1999,1/3/2001,-37.1467,146.4367,1707,,
83024,94894,YBXU,MOUNT BULLER,VIC,OPEN,17/5/1991,,-37.145,146.4394,1707,,
83055,94905,YHOT,MOUNT HOTHAM AIRPORT,VIC,OPEN,18/5/2000,,-37.0491,147.3347,1295.4,1292.6,1298.4
83084,94903,YFLK,FALLS CREEK,VIC,OPEN,10/9/1990,,-36.8708,147.2755,1765,1770.8,
83085,94906,HOTH,MOUNT HOTHAM,VIC,OPEN,1/8/1990,,-36.9767,147.1342,1849,,
83090,94908,OMEO,OMEO,VIC,OPEN,12/8/2004,,-37.1017,147.6008,689.8,690.4,
84016,94933,YGBO,GABO ISLAND LIGHTHOUSE,VIC,OPEN,22/8/2000,,-37.5679,149.9158,15.2,15,
84084,94935,YMCO,MALLACOOTA,VIC,OPEN,16/12/1992,,-37.5976,149.7289,22,22.5,31.1
84142,94913,GELA,GELANTIPY,VIC,OPEN,1/5/1992,,-37.22,148.2625,755,756,
84143,94914,COMI,COMBIENBAR AWS,VIC,OPEN,24/6/1994,,-37.3417,149.0228,640,641,
84144,94930,MTNW,MOUNT NOWA NOWA,VIC,OPEN,6/10/1995,,-37.6924,148.0908,350,,
84145,95918,ORBT,ORBOST,VIC,OPEN,23/11/2000,,-37.6922,148.4667,62.65,63.3,
85072,94907,YMES,EAST SALE AIRPORT,VIC,OPEN,11/6/1996,,-38.1156,147.1322,4.6,8.2,7
85096,94893,YWLP,WILSONS PROMONTORY LIGHTHOUSE,VIC,OPEN,18/9/2000,,-39.1297,146.4244,95,97.2,
85099,94886,PDCK,POUND CREEK,VIC,OPEN,16/4/2007,,-38.6297,145.8107,3,3.6,
85151,95890,YYRM,YARRAM AIRPORT,VIC,OPEN,18/10/2007,,-38.5647,146.7479,17.9,18.5,18.3
85262,,,KINGFISH B SHIP LOG 272,VIC,CLOSED,1/1/1972,,-38.5997,148.1889,31.4,32,
85279,94912,YBNS,BAIRNSDALE AIRPORT,VIC,OPEN,5/10/2000,,-37.8817,147.5669,49.4,49.8,50.3
85280,94891,YLTV,LATROBE VALLEY AIRPORT,VIC,OPEN,26/2/1997,,-38.2094,146.4747,55.7,56.3,54.9
85291,95901,BAWX,MOUNT BAW BAW,VIC,OPEN,16/9/1991,,-37.8383,146.2747,1561,,
85296,95913,MTMO,MOUNT MOORNAPA,VIC,OPEN,15/12/1993,,-37.7481,147.1428,480,,
86030,99873,TRNY,GLENLITTA AVE SOUTH,HO,OPEN,17/10/2000,,-37.6911,144.9481,108,110,132
86038,95866,YMEN,ESSENDON AIRPORT,VIC,OPEN,29/1/2003,,-37.7276,144.9066,78.4,78.8,86
86068,95874,VBK,VIEWBANK,VIC,OPEN,27/10/1999,,-37.7408,145.0972,66.1,66.4,
86071,94868,MELB,MELBOURNE REGIONAL OFFICE,VIC,OPEN,1/8/1986,,-37.8075,144.97,31.15,32.2,
86077,94870,YMMB,MOORABBIN AIRPORT,VIC,OPEN,1/9/1989,,-37.98,145.0964,12.1,12.7,13.4
86104,95867,SCOR,SCORESBY RESEARCH INSTITUTE,VIC,OPEN,22/7/1996,,-37.871,145.2561,80,,
86220,95864,STKI,ST KILDA HARBOUR - RMYS,VIC,OPEN,28/2/2006,,-37.8642,144.9639,6.4,,
86266,94872,FERN,FERNY CREEK,VIC,OPEN,15/2/2011,,-37.8748,145.3496,512.9,513.4,
86282,94866,YMML,MELBOURNE AIRPORT,VIC,OPEN,1/8/1995,,-37.6655,144.8321,113.4,118.8,132.3
86282,94866,YMML,MELBOURNE AIRPORT,VIC,OPEN,6/3/1997,,-37.6655,144.8321,113.4,118.8,132.3
86320,94869,CEM,COLDSTREAM COMPARISON,VIC,OPEN,22/12/2008,,-37.7239,145.4092,83,83.9,76.2
86344,94853,SCIS,SOUTH CHANNEL ISLAND,VIC,OPEN,1/5/1976,,-38.3065,144.8016,9,,
86352,99871,TRNX,GLENLITTA AVE NORTH EAST,HO,OPEN,24/4/1997,,-37.6897,144.9478,109,110,132
86361,94898,CERB,CERBERUS,VIC,OPEN,20/8/1986,,-38.3646,145.1785,12.69,13.7,
86371,94871,FRAN,FRANKSTON AWS,VIC,OPEN,26/7/1990,,-38.1481,145.1156,6,,
86372,,DUNN,DUNNS HILL,VIC,CLOSED,30/11/1990,4/8/2011,-37.8775,145.3364,561,,
86373,94892,RHYL,RHYLL,VIC,OPEN,29/6/1990,,-38.4612,145.3101,13.4,14,
86376,95872,FAWK,FAWKNER BEACON,VIC,OPEN,1/7/1987,,-37.95,144.9258,17,,
86381,,MEHC,MELBOURNE HARBOUR CONTROL,VIC,CLOSED,14/11/1991,14/11/1999,-37.8208,144.9325,39.6,,
86383,94864,YCEM,COLDSTREAM,VIC,OPEN,20/10/1994,,-37.7239,145.4092,83,83.9,76.2
86384,,,MELBOURNE AIRPORT COMPARISON,VIC,CLOSED,18/8/1999,19/9/2001,-37.675,144.8419,,,
86392,99872,TRNZ,GLENLITTA AVE SOUTH WEST,HO,OPEN,4/8/1999,,-37.6906,144.9469,106,110,132
86395,,MLW1,MELBOURNE AIRPORT (NORTH ANEMOMETER),VIC,OPEN,30/7/1997,,-37.6578,144.8333,127,,132.3
86396,,MLW3,MELBOURNE AIRPORT (SOUTH ANEMOMETER),VIC,OPEN,30/7/1997,,-37.6832,144.8383,99,,132.3
